id,created_at,text
1383406526124023826,2021-04-17 13:06:32,.@GoeringEckardt @Markus_Soeder @MarkusBlume @KathaSchulze @MargitWild @Landtag_Bayern .@GrueneRathaus_M @RoteVerena @dominik_krause @RathausSPD @StadtMuenchen https://t.co/Su1Z3XZvQf
1383406485774819330,2021-04-17 13:06:23,RT @shlomosapiens: Warum wird dem Söder eigentlich so eine enorme Krisenmanagerkompetenz zugetraut? Die Zahlen für Bayern sind vergleichswe…
1383406484227170310,2021-04-17 13:06:22,"@KLeikert @CDUNRW_de @ArminLaschet @CDU Die #CDU sagt @ArminLaschet, doch die Mehrheit der Bundesbürger sagt @Markus_Soeder.

Wenn ihr Laschet ins Rennen schickt, dann wundert Euch nicht das Ihr eine Bruchlandung hinlegt."
1383406471539347456,2021-04-17 13:06:19,"@rotnroll666 Stell dir vor, zwischen dem und Söder hätten die CxUler sich auch entscheiden können"
1383406440933564416,2021-04-17 13:06:12,"RT @RainerDederichs: #Merkel hat die CDU in die schlimmste Krise seit ihrem bestehen gebracht. Ich kann nur davor warnen, dass die CDU sich…"
1383406432641425415,2021-04-17 13:06:10,"RT @reitschuster: Vera Lengsfeld kennt Angela #Merkel seit 1990 und weiß, dass sie die CDU im Grunde immer abgelehnt hat. Hier ihre aktuell…"
1383406401955930118,2021-04-17 13:06:03,"@AWidmannMauz @CDU @ArminLaschet Umfragen schwanken, das ist wahr. Aber eine Konstante gibt es dennoch: Armin Laschet ist immer letzter!! Also Schluss mit dem Unsinn. Markus Söder oder eine CDU Lösung mit Friedrich Merz. Das sind die Alternativen 👍🏻"
1383406348939915279,2021-04-17 13:05:50,"Altmaier: ""Im Mittelpunkt der Diskussion stehe, mit welchem der beiden [Kandiaten] wir die besten Aussichten haben, den Regierungsauftrag für die nächsten vier Jahre auch tatsächlich zu erhalten."" @ABaerbock / @OlafScholz vielleicht? https://t.co/Az9IV92izx"
1383406344472915976,2021-04-17 13:05:49,"Ich habe gerade einmal eine respektable Umfrage unter qualifizieren Probanden erstellt.
Ergebniss ist erschütternd!
Wer wird neuer Opositionsführer im Bundestag?

Union mit Söder: 95%
Union mit Armin:100%

Ich sehe jetzt den Laschet Zug rollen, der mit der höchsten Zustimmung win https://t.co/8cfPm1Jk8l"
1383406323379818497,2021-04-17 13:05:44,"@AnkeHoffnung @Bush_Bato Gab leider grad nix grünes.

Spaß, bin auch kein Fan vom Söder, viel zu unberechenbar der Typ und was der schon alles gerissen hat. Nein Danke #NieMehrCDUCSU"
